74 90 0 49 75 32 94 27 79 90 42
150 59 52 50 88 35 60 44 47 57 31
118 36 55 90 34 41 32 47 42 11 2
51 44 43 82 10 51 34 30 55 41 6
45 64 74 78 76 55 40 97 60 14 60
129 57 89 13 4 82 70 61 50 7 2
178 45 46 33 60 15 1 40 28 77 98
33 41 52 36 62 80 71 63 82 76 9
115 90 50 93 44 23 57 96 63 35 80
236 58 2 41 96 91 83 9 77 87 74
248 96 94 9 52 36 91 97 62 86 55
244 2 52 47 77 91 99 53 44 16 38
163 98 77 21 0 88 73 37 30 15 13
149 33 61 79 40 99 59 92 60 93 2
164 31 68 53 49 79 16 59 93 37 20
220 9 70 96 67 31 84 44 73 89 80
84 31 42 60 74 37 81 63 42 12 65
108 28 62 40 22 95 30 51 55 21 76
49 73 53 39 83 6 56 71 97 48 1
240 34 64 81 89 55 93 2 79 66 56
253 54 18 94 95 27 22 75 81 72 37
18 55 35 84 1 6 47 94 20 73 53
81 35 75 89 28 88 47 98 38 61 24
56 79 32 15 44 56 93 84 58 50 80
102 60 54 95 63 2 35 19 50 11 47
9 30 28 66 47 63 36 31 37 38 25
63 24 50 34 33 17 32 32 12 86 51
130 33 80 84 74 55 39 94 97 71 54
96 62 67 54 3 1 71 77 44 53 34
103 92 60 26 10 21 2 17 19 77 95
160 29 72 74 77 54 54 52 11 5 61
127 63 20 53 49 38 39 6 89 61 4
130 4 18 15 53 21 33 75 46 93 86
212 69 45 10 42 20 30 1 80 19 75
26 21 84 46 54 31 71 90 88 61 26
141 28 83 30 37 67 87 26 91 72 90
70 67 47 60 27 29 92 1 74 6 95
7 30 59 38 71 17 42 80 63 21 73
15 3 66 45 71 49 77 29 22 5 38
30 59 60 69 12 23 23 31 35 24 84
231 80 92 41 47 17 55 7 14 42 19
238 3 10 48 65 21 26 76 3 74 78
60 0 19 15 19 27 79 22 99 94 53
126 86 33 62 41 61 78 34 79 67 69
234 9 94 22 68 54 1 91 33 33 70
8 46 53 15 28 37 26 95 15 47 92
35 0 74 71 63 2 33 0 41 83 52
89 7 49 5 30 19 93 8 13 15 87
104 3 83 11 39 74 41 62 59 62 73
163 32 23 17 87 11 17 53 91 49 59
45 73 16 22 77 18 67 93 94 74 5
57 49 46 54 51 26 85 7 87 3 22
114 25 71 14 42 32 61 70 23 77 2
219 6 51 19 43 66 64 32 99 91 85
181 30 88 12 28 79 56 25 84 11 47
248 52 14 21 49 50 0 79 52 95 10
185 84 16 57 35 24 42 0 10 97 95
139 34 50 48 49 26 21 18 26 45 24
186 23 86 67 39 46 72 87 2 82 60
169 5 87 30 63 92 6 50 30 44 47
113 42 94 53 51 82 57 66 22 45 44
58 92 77 38 41 13 45 44 30 69 57
105 94 78 24 36 42 24 57 80 97 88
38 7 98 69 87 30 77 95 3 92 45
220 82 77 42 1 83 59 4 39 50 64
112 7 75 90 1 30 87 30 99 76 55
44 55 57 33 81 49 21 80 9 4 57
245 80 1 92 74 28 56 3 54 49 68
166 90 96 83 43 86 2 54 47 65 87
82 97 96 9 75 59 38 0 29 91 48
162 4 51 86 35 26 88 28 80 88 21
6 86 60 41 19 76 18 11 53 21 36
44 18 23 50 37 88 27 85 77 23 70
156 46 47 34 30 35 35 9 35 40 45
57 82 55 20 30 75 1 9 19 40 60
66 46 82 87 80 95 62 14 91 90 95
228 40 3 54 52 29 98 24 95 86 83
177 28 97 63 14 56 97 56 80 95 41
55 6 69 82 85 58 9 21 68 28 95
228 18 68 55 83 17 74 88 19 12 63
112 97 41 58 45 63 17 69 1 33 34
113 95 98 45 32 34 16 67 51 70 8
165 23 29 6 0 28 56 49 38 79 74
250 20 19 61 4 43 79 20 24 26 69
104 91 37 77 93 98 50 36 52 30 87
14 28 24 69 39 59 73 84 48 13 90
51 44 62 32 25 46 28 6 61 89 50
119 12 15 83 59 37 1 33 74 0 91
232 21 29 25 44 2 35 70 52 92 44
76 78 20 29 62 37 36 73 79 75 45
6 1 75 8 60 2 74 61 56 49 35
165 1 0 30 69 12 7 60 95 4 11
133 43 42 31 48 58 52 12 14 68 76
73 87 0 95 17 27 53 7 54 0 83
7 87 37 58 15 10 57 63 15 36 92
120 94 98 64 34 6 6 20 4 80 72
247 56 65 7 88 5 43 85 7 73 44
233 27 23 43 17 79 86 18 6 71 21
115 98 8 32 97 92 20 21 47 72 87
109 33 16 33 3 53 83 98 17 27 49
227 40 45 94 59 89 21 46 51 98 84
175 17 66 43 91 6 53 7 0 11 88
60 20 83 13 17 11 72 44 34 42 95
218 37 59 46 66 78 16 68 23 60 50
193 88 67 49 21 16 50 12 95 89 61
33 30 87 9 43 68 5 23 72 50 42
107 16 17 16 71 51 70 63 28 88 74
154 24 95 39 72 85 74 81 2 48 63
66 47 83 65 10 48 76 51 80 74 86
89 27 0 87 8 82 63 78 92 2 80
124 50 26 19 83 21 5 90 35 67 6
3 1 19 1 59 21 28 56 21 16 65
226 2 58 88 89 29 68 93 72 71 37
192 45 84 54 34 89 4 21 75 4 81
85 30 20 38 66 76 98 81 73 75 41
21 8 84 1 25 46 69 63 15 24 64
189 21 79 31 74 23 15 86 93 13 74
