94 61 24 18 52 93 26 69 6 76 24
33 61 29 89 45 30 52 34 55 65 82
210 91 37 19 60 58 89 69 12 17 89
11 16 46 27 61 43 45 62 50 82 33
197 84 88 52 80 40 45 24 12 33 66
241 39 49 50 94 23 38 59 60 5 87
112 97 39 16 27 43 27 88 18 70 62
60 45 11 38 18 58 61 57 88 76 45
191 14 38 94 15 56 50 90 29 0 47
91 25 19 59 69 81 1 68 99 26 43
249 91 38 36 8 85 52 34 59 20 89
163 58 39 79 79 93 98 75 13 3 52
34 9 47 88 3 36 15 23 88 27 9
218 16 87 42 58 60 19 1 85 35 53
159 29 66 97 4 97 3 54 62 64 10
195 97 21 26 77 18 56 78 69 9 33
10 38 50 38 25 94 3 49 77 79 83
181 14 48 7 83 44 78 58 14 92 1
120 62 65 76 36 97 51 73 66 95 73
244 0 0 5 73 10 88 93 62 75 71
37 94 45 21 3 50 4 51 41 73 7
26 74 4 54 94 16 0 31 90 5 2
242 46 80 39 54 53 23 75 37 7 84
211 10 91 40 57 89 28 18 77 46 93
162 84 64 36 12 23 29 83 3 16 79
164 41 39 8 20 77 43 83 78 37 33
61 45 56 80 52 32 62 88 84 29 35
148 64 9 63 16 61 39 6 36 21 96
246 43 51 25 69 25 57 78 56 43 23
185 75 74 18 52 77 60 42 99 81 40
190 79 91 12 22 52 72 51 66 9 86
21 41 99 82 29 53 97 25 50 32 97
126 53 23 91 49 15 55 66 26 50 27
65 95 33 3 73 45 54 79 72 92 36
158 65 97 94 95 77 30 30 93 9 61
142 53 59 68 83 78 41 9 46 47 87
139 92 69 71 89 60 44 0 13 24 30
215 87 87 65 68 67 33 23 68 41 22
118 40 45 48 17 50 11 19 89 56 92
87 93 56 1 12 25 21 88 10 0 66
94 71 75 80 38 62 95 68 47 27 9
123 31 11 88 8 14 65 56 95 16 78
188 64 78 95 93 80 36 97 60 69 37
166 68 22 53 54 31 90 0 12 80 88
49 37 15 76 16 45 55 62 40 61 32
68 97 32 24 35 81 78 93 52 55 12
16 51 98 0 66 61 11 42 97 86 3
244 13 6 84 5 27 71 34 63 59 52
